Hi	UH	hi
market	NN	market
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
how	WRB	how
acute	NN	acute
is	VBZ	be
the	DT	the
pain	NN	pain
?	SENT	?
Because	IN	because
the	DT	the
bigger	JJR	big
the	DT	the
pain	NN	pain
,	,	,
the	DT	the
bigger	JJR	big
our	PP$	our
ability	NN	ability
to	TO	to
differentiate	VB	differentiate
ourselves	PP	ourselves
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
one	CD	one
of	IN	of
the	DT	the
key	JJ	key
things	NNS	thing
that	IN	that
we	PP	we
do	VBP	do
watch	VB	watch
for	IN	for
.	SENT	.
EC	NP	EC
:	:	:
Can	MD	can
you	PP	you
tell	VB	tell
us	PP	us
an	DT	an
example	NN	example
of	IN	of
pain	NN	pain
that	WDT	that
became	VBD	become
a	DT	a
product	NN	product
or	CC	or
a	DT	a
service	NN	service
?	SENT	?
CJ	NP	CJ
:	:	:
I	PP	I
think	VBP	think
everything	NN	everything
that	IN	that
we	PP	we
do	VBP	do
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
coming	VBG	come
from	IN	from
that	DT	that
pain	NN	pain
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	IN	that
I	PP	I
hated	VBD	hate
was	VBD	be
just	RB	just
to	TO	to
be	VB	be
redirected	VBN	redirect
like	IN	like
,	,	,
countless	JJ	countless
times	NNS	time
,	,	,
like	IN	like
through	IN	through
customer	NN	customer
support	NN	support
and	CC	and
be	VB	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
put	VBP	put
on	RB	on
hold	VB	hold
like	IN	like
,	,	,
forever	RB	forever
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
done	VBN	do
is	VBZ	be
we	PP	we
'	POS	'
ve	NN	ve
automated	VBD	automate
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
goes	VBZ	go
through	IN	through
customer	NN	customer
support	NN	support
like	IN	like
in	IN	in
other	JJ	other
companies	NNS	company
.	SENT	.
So	RB	so
what	WP	what
we	PP	we
do	VBP	do
is	VBZ	be
like	IN	like
,	,	,
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
,	,	,
like	IN	like
90	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
time	NN	time
,	,	,
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
to	TO	to
reach	VB	reach
out	RP	out
to	TO	to
us	PP	us
,	,	,
you	PP	you
know	VBP	know
,	,	,
when	WRB	when
they	PP	they
have	VBP	have
something	NN	something
that	IN	that
they	PP	they
need	MD	need
help	VB	help
with	IN	with
.	SENT	.
Like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
time	NN	time
,	,	,
they	PP	they
can	MD	can
self-service	NN	self-service
through	IN	through
the	DT	the
smartphone	NN	smartphone
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
just	RB	just
because	IN	because
it	PP	it
'	POS	'
s	NN	S
,	,	,
"	``	"
Oh	UH	oh
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	JJ	<unknown>
cheaper	JJR	cheap
.	SENT	.
"	``	"
No	UH	no
,	,	,
it	PP	it
'	POS	'
s	NN	S
because	IN	because
people	NNS	people
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
,	,	,
like	VB	like
,	,	,
they	PP	they
want	VBP	want
to	TO	to
help	VB	help
themselves	PP	themselves
.	SENT	.
Like	IN	like
,	,	,
they	PP	they
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
have	VB	have
to	TO	to
deal	VB	deal
with	IN	with
customer	NN	customer
support	NN	support
necessarily	RB	necessarily
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
if	IN	if
they	PP	they
have	VBP	have
to	TO	to
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
here	RB	here
for	IN	for
them	PP	them
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
the	DT	the
best	JJS	good
service	NN	service
that	IN	that
we	PP	we
possibly	RB	possibly
can	MD	can
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
But	CC	but
the	DT	the
beautiful	JJ	beautiful
thing	NN	thing
is	VBZ	be
like	JJ	like
,	,	,
when	WRB	when
either	RB	either
they	PP	they
can	MD	can
figure	VB	figure
out	RP	out
for	IN	for
themselves	PP	themselves
or	CC	or
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
that	IN	that
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
more	JJR	more
and	CC	and
more	JJR	more
,	,	,
we	PP	we
anticipate	VBP	anticipate
their	PP$	their
needs	NNS	need
,	,	,
and	CC	and
we	PP	we
say	VBP	say
something	RB	something
like	VB	like
,	,	,
"	``	"
Well	UH	well
,	,	,
it	PP	it
looks	VBZ	look
like	IN	like
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
this	DT	this
,	,	,
"	``	"
you	PP	you
know	VBP	know
.	SENT	.
"	''	"
If	IN	if
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
here	RB	here
'	''	'
s	NN	S
how	WRB	how
you	PP	you
do	VBP	do
it	PP	it
,	,	,
"	``	"
you	PP	you
know	VBP	know
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
type	NN	type
of	IN	of
experience	NN	experience
we	PP	we
want	VBP	want
to	TO	to
offer	VB	offer
.	SENT	.
EC	NP	EC
:	:	:
And	CC	and
what	WP	what
is	VBZ	be
the	DT	the
impact	NN	impact
that	IN	that
you	PP	you
see	VBP	see
on	IN	on
individuals	NNS	individual
and	CC	and
their	PP$	their
communities	NNS	community
or	CC	or
small	JJ	small
businesses	NNS	business
?	SENT	?
CJ	NP	CJ
:	:	:
Yeah	RB	yeah
,	,	,
so	RB	so
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
that	IN	that
we	PP	we
can	MD	can
even	RB	even
quantify	VB	quantify
of	IN	of
the	DT	the
impact	NN	impact
that	IN	that
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
making	VBG	make
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
So	IN	so
last	JJ	last
time	NN	time
that	IN	that
we	PP	we
did	VBD	do
this	DT	this
math	NN	math
,	,	,
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
it	PP	it
is	VBZ	be
much	RB	much
higher	RBR	higher
now	RB	now
,	,	,
we	PP	we
had	VBD	have
already	RB	already
saved	VBN	save
over	IN	over
20	CD	@card@
billion	NN	billion
reais	NNS	<unknown>
,	,	,
meaning	VBG	mean
almost	RB	almost
five	CD	five
billion	NN	billion
dollars	NNS	dollar
in	IN	in
fees	NNS	fee
over	IN	over
the	DT	the
years	NNS	year
for	IN	for
our	PP$	our
customers	NNS	customer
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
money	NN	money
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
the	DT	the
economy	NN	economy
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
'	POS	'
s	JJ	<unknown>
becoming	VBG	become
food	NN	food
,	,	,
that	WDT	that
'	POS	'
s	JJ	<unknown>
becoming	VBG	become
education	NN	education
or	CC	or
health	NN	health
care	NN	care
,	,	,
whatever	WDT	whatever
it	PP	it
is	VBZ	be
,	,	,
but	CC	but
not	RB	not
like	JJ	like
,	,	,
bank	NN	bank
fees	NNS	fee
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
people	NNS	people
are	VBP	be
paying	VBG	pay
elsewhere	RB	elsewhere
,	,	,
right	RB	right
?	SENT	?
So	RB	so
that	RB	that
has	VBZ	have
a	DT	a
very	RB	very
transformational	JJ	transformational
impact	NN	impact
.	SENT	.
The	DT	the
other	JJ	other
thing	NN	thing
is	VBZ	be
,	,	,
there	RB	there
hasn	NP	<unknown>
'	POS	'
t	NN	t
been	VBN	be
necessarily	RB	necessarily
a	DT	a
focus	NN	focus
,	,	,
but	CC	but
given	VBN	give
that	IN	that
we	PP	we
'	POS	'
re	NN	re
simple	NN	simple
,	,	,
that	WDT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
goes	VBZ	go
through	IN	through
the	DT	the
smartphone	NN	smartphone
and	CC	and
that	IN	that
we	PP	we
can	MD	can
afford	VB	afford
to	TO	to
do	VB	do
because	IN	because
our	PP$	our
cost	NN	cost
structure	NN	structure
is	VBZ	be
very	RB	very
light	JJ	light
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
financially	RB	financially
include	VB	include
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
.	SENT	.
We	PP	we
currently	RB	currently
have	VBP	have
like	IN	like
five	CD	five
,	,	,
six	CD	six
million	CD	million
people	NNS	people
that	WDT	that
are	VBP	be
customers	NNS	customer
at	IN	at
Nubank	NP	<unknown>
that	WDT	that
had	VBD	have
never	RB	never
had	VBN	have
any	DT	any
type	NN	type
of	IN	of
contact	NN	contact
with	IN	with
the	DT	the
financial	JJ	financial
system	NN	system
.	SENT	.
They	PP	they
were	VBD	be
completely	RB	completely
at	IN	at
the	DT	the
margin	NN	margin
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
that	IN	that
now	RB	now
like	VBP	like
,	,	,
there	EX	there
'	''	'
s	NN	S
someone	NN	someone
that	WDT	that
is	VBZ	be
willing	JJ	willing
to	TO	to
serve	VB	serve
them	PP	them
.	SENT	.
The	DT	the
other	JJ	other
aspect	NN	aspect
of	IN	of
this	DT	this
is	VBZ	be
like	JJ	like
,	,	,
even	RB	even
the	DT	the
people	NNS	people
that	WDT	that
were	VBD	be
within	IN	within
the	DT	the
system	NN	system
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
necessarily	RB	necessarily
afford	VB	afford
or	CC	or
they	PP	they
didn	NP	<unknown>
'	POS	'
t	NN	t
necessarily	RB	necessarily
have	VBP	have
access	NN	access
to	TO	to
different	JJ	different
products	NNS	product
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
an	DT	an
insurance	NN	insurance
product	NN	product
today	NN	today
.	SENT	.
Over	IN	over
50	CD	@card@
percent	NN	percent
of	IN	of
our	PP$	our
customers	NNS	customer
that	WDT	that
have	VBP	have
our	PP$	our
insurance	NN	insurance
product	NN	product
had	VBD	have
never	RB	never
had	VBN	have
an	DT	an
insurance	NN	insurance
policy	NN	policy
in	IN	in
their	PP$	their
lives	NNS	life
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
those	DT	those
numbers	NNS	number
like	VBP	like
,	,	,
from	IN	from
an	DT	an
inclusion	NN	inclusion
standpoint	NN	standpoint
,	,	,
you	PP	you
can	MD	can
see	VB	see
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
dramatic	JJ	dramatic
level	NN	level
of	IN	of
impact	NN	impact
that	WDT	that
has	VBZ	have
already	RB	already
been	VBN	be
done	VBN	do
and	CC	and
a	DT	a
lot	NN	lot
of	IN	of
potential	JJ	potential
for	IN	for
us	PP	us
to	TO	to
continue	VB	continue
to	TO	to
expand	VB	expand
that	DT	that
inclusion	NN	inclusion
,	,	,
not	RB	not
just	RB	just
in	IN	in
absolute	JJ	absolute
numbers	NNS	number
,	,	,
but	CC	but
across	IN	across
Latin	NP	Latin
America	NP	America
,	,	,
right	RB	right
,	,	,
like	VB	like
,	,	,
across	IN	across
the	DT	the
different	JJ	different
countries	NNS	country
that	IN	that
we	PP	we
'	POS	'
re	NN	re
operating	VBG	operate
,	,	,
and	CC	and
through	IN	through
multiple	JJ	multiple
products	NNS	product
too	RB	too
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
When	WRB	when
people	NNS	people
have	VBP	have
access	NN	access
to	TO	to
a	DT	a
safety	NN	safety
net	NN	net
like	IN	like
an	DT	an
insurance	NN	insurance
product	NN	product
or	CC	or
even	RB	even
to	TO	to
credit	NN	credit
,	,	,
their	PP$	their
lives	NNS	life
can	MD	can
be	VB	be
transformed	VBN	transform
in	IN	in
many	JJ	many
different	JJ	different
ways	NNS	way
.	SENT	.
They	PP	they
can	MD	can
become	VB	become
entrepreneurs	NNS	entrepreneur
,	,	,
they	PP	they
can	MD	can
sometimes	RB	sometimes
withstand	VB	withstand
some	DT	some
,	,	,
you	PP	you
know	VBP	know
,	,	,
difficulties	NNS	difficulty
that	IN	that
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
through	IN	through
in	IN	in
their	PP$	their
family	NN	family
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
more	RBR	more
that	IN	that
we	PP	we
hope	VBP	hope
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
for	IN	for
people	NNS	people
'	POS	'
s	NN	S
lives	NNS	life
over	IN	over
the	DT	the
next	JJ	next
years	NNS	year
.	SENT	.
EC	NP	EC
:	:	:
What	WP	what
are	VBP	be
the	DT	the
strategies	NNS	strategy
that	WDT	that
Nubank	NP	<unknown>
has	VBZ	have
developed	VBN	develop
and	CC	and
that	IN	that
you	PP	you
would	MD	would
like	VB	like
other	JJ	other
financial	JJ	financial
institutions	NNS	institution
to	TO	to
adopt	VB	adopt
?	SENT	?
CJ	NP	CJ
:	:	:
I	PP	I
think	VBP	think
something	NN	something
that	WDT	that
could	MD	could
be	VB	be
very	RB	very
transformational	JJ	transformational
for	IN	for
all	PDT	all
the	DT	the
countries	NNS	country
that	WDT	that
we	PP	we
operate	VBP	operate
in	IN	in
is	VBZ	be
for	IN	for
all	PDT	all
the	DT	the
financial	JJ	financial
institutions	NNS	institution
to	TO	to
become	VB	become
much	RB	much
better	JJR	good
at	IN	at
underwriting	NN	underwriting
.	SENT	.
So	IN	so
the	DT	the
truth	NN	truth
is	VBZ	be
,	,	,
over	IN	over
the	DT	the
years	NNS	year
,	,	,
since	IN	since
there	EX	there
was	VBD	be
so	RB	so
little	JJ	little
competition	NN	competition
,	,	,
the	DT	the
incumbent	JJ	incumbent
banks	NNS	bank
,	,	,
they	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
that	IN	that
good	JJ	good
at	IN	at
doing	VBG	do
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
because	IN	because
they	PP	they
had	VBD	have
their	PP$	their
margins	NNS	margin
and	CC	and
they	PP	they
would	MD	would
just	RB	just
charge	VB	charge
more	RBR	more
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
look	VBP	look
at	IN	at
a	DT	a
society	NN	society
and	CC	and
you	PP	you
lower	RBR	lower
the	DT	the
cost	NN	cost
of	IN	of
capital	NN	capital
,	,	,
like	IN	like
the	DT	the
cost	NN	cost
of	IN	of
credit	NN	credit
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
you	PP	you
increase	VBP	increase
the	DT	the
access	NN	access
to	TO	to
credit	NN	credit
to	TO	to
a	DT	a
lot	NN	lot
more	JJR	more
people	NNS	people
,	,	,
you	PP	you
can	MD	can
see	VB	see
a	DT	a
lot	NN	lot
of	IN	of
transformations	NNS	transformation
going	VBG	go
on	IN	on
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
increase	NN	increase
in	IN	in
home	NN	home
ownership	NN	ownership
,	,	,
you	PP	you
can	MD	can
see	VB	see
increase	NN	increase
in	IN	in
entrepreneurship	NN	entrepreneurship
,	,	,
you	PP	you
can	MD	can
see	VB	see
increase	NN	increase
in	IN	in
small	JJ	small
businesses	NNS	business
,	,	,
becoming	VBG	become
bigger	JJR	big
and	CC	and
employing	VBG	employ
more	JJR	more
people	NNS	people
.	SENT	.
And	CC	and
that	WDT	that
can	MD	can
be	VB	be
very	RB	very
transformational	JJ	transformational
for	IN	for
a	DT	a
country	NN	country
.	SENT	.
So	RB	so
to	TO	to
the	DT	the
degree	NN	degree
that	IN	that
they	PP	they
could	MD	could
,	,	,
you	PP	you
know	VBP	know
,	,	,
raise	VBP	raise
the	DT	the
bar	NN	bar
on	IN	on
the	DT	the
underwriting	NN	underwriting
side	NN	side
so	RB	so
that	IN	that
they	PP	they
could	MD	could
better	RBR	well
segregate	VB	segregate
,	,	,
you	PP	you
know	VBP	know
,	,	,
good	JJ	good
payers	NNS	payer
from	IN	from
bad	JJ	bad
payers	NNS	payer
and	CC	and
therefore	RB	therefore
increase	VB	increase
access	NN	access
at	IN	at
a	DT	a
lower	JJR	low
cost	NN	cost
to	TO	to
credit	NN	credit
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
here	RB	here
,	,	,
I	PP	I
think	VBP	think
that	IN	that
would	MD	would
be	VB	be
very	RB	very
beneficial	JJ	beneficial
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
I	PP	I
hope	VBP	hope
eventually	RB	eventually
they	PP	they
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
do	VB	do
.	SENT	.
EC	NP	EC
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
,	,	,
Cristina	NP	Cristina
,	,	,
it	PP	it
was	VBD	be
such	JJ	such
a	DT	a
pleasure	NN	pleasure
.	SENT	.
We	PP	we
can	MD	can
all	RB	all
now	RB	now
aspire	VBP	aspire
and	CC	and
dream	VBP	dream
of	IN	of
a	DT	a
future	NN	future
with	IN	with
clients	NNS	client
without	IN	without
pain	NN	pain
thanks	NNS	thanks
to	TO	to
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
,	,	,
so	RB	so
much	RB	much
.	SENT	.
CJ	NP	CJ
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
thank	VB	thank
you	PP	you
much	RB	much
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
pleasure	NN	pleasure
.	SENT	.
Bye	NP	Bye
.	SENT	.
