Just	RB	just
organizations	NNS	organization
that	WDT	that
are	VBP	be
more	RBR	more
innovative	JJ	innovative
,	,	,
we	PP	we
have	VBP	have
to	TO	to
build	VB	build
spaces	NNS	space
that	RB	that
—	:	-
strangely	RB	strangely
enough	JJ	enough
—	:	-
look	VB	look
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
like	IN	like
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
your	PP$	your
office	NN	office
should	MD	should
look	VB	look
like	IN	like
,	,	,
is	VBZ	be
part	NN	part
of	IN	of
my	PP$	my
message	NN	message
here	RB	here
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
problems	NNS	problem
with	IN	with
this	DT	this
is	VBZ	be
that	IN	that
people	NNS	people
are	VBP	be
actually	RB	actually
—	:	-
when	WRB	when
you	PP	you
research	VBP	research
this	DT	this
field	NN	field
—	:	-
people	NNS	people
are	VBP	be
notoriously	RB	notoriously
unreliable	JJ	unreliable
,	,	,
when	WRB	when
they	PP	they
actually	RB	actually
kind	RB	kind
of	IN	of
self-report	NN	self-report
on	IN	on
where	WRB	where
they	PP	they
have	VB	have
their	PP$	their
own	JJ	own
good	JJ	good
ideas	NNS	idea
,	,	,
or	CC	or
their	PP$	their
history	NN	history
of	IN	of
their	PP$	their
best	JJS	good
ideas	NNS	idea
.	SENT	.
And	CC	and
a	DT	a
few	JJ	few
years	NNS	year
ago	RB	ago
,	,	,
a	DT	a
wonderful	JJ	wonderful
researcher	NN	researcher
named	VBN	name
Kevin	NP	Kevin
Dunbar	NP	Dunbar
decided	VBD	decide
to	TO	to
go	VB	go
around	RB	around
and	CC	and
basically	RB	basically
do	VBP	do
the	DT	the
Big	JJ	big
Brother	NN	brother
approach	NN	approach
to	TO	to
figuring	VBG	figure
out	RP	out
where	WRB	where
good	JJ	good
ideas	NNS	idea
come	VBN	come
from	IN	from
.	SENT	.
He	PP	he
went	VBD	go
to	TO	to
a	DT	a
bunch	NN	bunch
of	IN	of
science	NN	science
labs	NNS	lab
around	IN	around
the	DT	the
world	NN	world
and	CC	and
videotaped	NN	videotaped
everyone	NN	everyone
as	IN	as
they	PP	they
were	VBD	be
doing	VBG	do
every	DT	every
little	JJ	little
bit	NN	bit
of	IN	of
their	PP$	their
job	NN	job
.	SENT	.
So	RB	so
when	WRB	when
they	PP	they
were	VBD	be
sitting	VBG	sit
in	IN	in
front	NN	front
of	IN	of
the	DT	the
microscope	NN	microscope
,	,	,
when	WRB	when
they	PP	they
were	VBD	be
talking	VBG	talk
to	TO	to
their	PP$	their
colleague	NN	colleague
at	IN	at
the	DT	the
water	NN	water
cooler	NN	cooler
,	,	,
and	CC	and
all	PDT	all
these	DT	these
things	NNS	thing
.	SENT	.
And	CC	and
he	PP	he
recorded	VBD	record
all	RB	all
of	IN	of
these	DT	these
conversations	NNS	conversation
and	CC	and
tried	VBD	try
to	TO	to
figure	VB	figure
out	RP	out
where	WRB	where
the	DT	the
most	RBS	most
important	JJ	important
ideas	NNS	idea
,	,	,
where	WRB	where
they	PP	they
happened	VBD	happen
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
think	VBP	think
about	IN	about
the	DT	the
classic	JJ	classic
image	NN	image
of	IN	of
the	DT	the
scientist	NN	scientist
in	IN	in
the	DT	the
lab	NN	lab
,	,	,
we	PP	we
have	VBP	have
this	DT	this
image	NN	image
—	:	-
you	PP	you
know	VBP	know
,	,	,
they	PP	they
'	POS	'
re	NN	re
pouring	VBG	pour
over	IN	over
the	DT	the
microscope	NN	microscope
,	,	,
and	CC	and
they	PP	they
see	VBP	see
something	NN	something
in	IN	in
the	DT	the
tissue	NN	tissue
sample	NN	sample
.	SENT	.
And	CC	and
"	``	"
oh	UH	oh
,	,	,
eureka	NN	<unknown>
,	,	,
"	''	"
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
idea	NN	idea
.	SENT	.
What	WP	what
happened	VBD	happen
actually	RB	actually
when	WRB	when
Dunbar	NP	Dunbar
kind	NN	kind
of	IN	of
looked	VBN	look
at	IN	at
the	DT	the
tape	NN	tape
is	VBZ	be
that	IN	that
,	,	,
in	IN	in
fact	NN	fact
,	,	,
almost	RB	almost
all	RB	all
of	IN	of
the	DT	the
important	JJ	important
breakthrough	NN	breakthrough
ideas	NNS	idea
did	VBD	do
not	RB	not
happen	VB	happen
alone	RB	alone
in	IN	in
the	DT	the
lab	NN	lab
,	,	,
in	IN	in
front	NN	front
of	IN	of
the	DT	the
microscope	NN	microscope
.	SENT	.
They	PP	they
happened	VBD	happen
at	IN	at
the	DT	the
conference	NN	conference
table	NN	table
at	IN	at
the	DT	the
weekly	JJ	weekly
lab	NN	lab
meeting	NN	meeting
,	,	,
when	WRB	when
everybody	NN	everybody
got	VBD	get
together	RB	together
and	CC	and
shared	VBD	share
their	PP$	their
kind	NN	kind
of	IN	of
latest	JJS	late
data	NNS	datum
and	CC	and
findings	NNS	finding
,	,	,
oftentimes	NNS	oftentime
when	WRB	when
people	NNS	people
shared	VBD	share
the	DT	the
mistakes	NNS	mistake
they	PP	they
were	VBD	be
having	VBG	have
,	,	,
the	DT	the
error	NN	error
,	,	,
the	DT	the
noise	NN	noise
in	IN	in
the	DT	the
signal	NN	signal
they	PP	they
were	VBD	be
discovering	VBG	discover
.	SENT	.
And	CC	and
something	NN	something
about	IN	about
that	DT	that
environment	NN	environment
—	:	-
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
started	VBD	start
calling	VBG	call
it	PP	it
the	DT	the
"	``	"
liquid	JJ	liquid
network	NN	network
,	,	,
"	``	"
where	WRB	where
you	PP	you
have	VBP	have
lots	NNS	lot
of	IN	of
different	JJ	different
ideas	NNS	idea
that	WDT	that
are	VBP	be
together	RB	together
,	,	,
different	JJ	different
backgrounds	NNS	background
,	,	,
different	JJ	different
interests	NNS	interest
,	,	,
jostling	VBG	jostle
with	IN	with
each	DT	each
other	JJ	other
,	,	,
bouncing	VBG	bounce
off	RP	off
each	DT	each
other	JJ	other
—	:	-
that	DT	that
environment	NN	environment
is	VBZ	be
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
environment	NN	environment
that	WDT	that
leads	VBZ	lead
to	TO	to
innovation	NN	innovation
.	SENT	.
The	DT	the
other	JJ	other
problem	NN	problem
that	IN	that
people	NNS	people
have	VBP	have
is	VBZ	be
they	PP	they
like	VBP	like
to	TO	to
condense	VB	condense
their	PP$	their
stories	NNS	story
of	IN	of
innovation	NN	innovation
down	RB	down
to	TO	to
kind	NN	kind
of	IN	of
shorter	JJR	short
time	NN	time
frames	NNS	frame
.	SENT	.
So	RB	so
they	PP	they
want	VBP	want
to	TO	to
tell	VB	tell
the	DT	the
story	NN	story
of	IN	of
the	DT	the
"	``	"
eureka	NN	<unknown>
!	SENT	!
"	''	"
moment	NN	moment
.	SENT	.
They	PP	they
want	VBP	want
to	TO	to
say	VB	say
,	,	,
"	``	"
There	EX	there
I	PP	I
was	VBD	be
,	,	,
I	PP	I
was	VBD	be
standing	VBG	stand
there	RB	there
and	CC	and
I	PP	I
had	VBD	have
it	PP	it
all	RB	all
suddenly	RB	suddenly
clear	JJ	clear
in	IN	in
my	PP$	my
head	NN	head
.	SENT	.
"	''	"
But	CC	but
in	IN	in
fact	NN	fact
,	,	,
if	IN	if
you	PP	you
go	VBP	go
back	RB	back
and	CC	and
look	VB	look
at	IN	at
the	DT	the
historical	JJ	historical
record	NN	record
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
a	DT	a
lot	NN	lot
of	IN	of
important	JJ	important
ideas	NNS	idea
have	VBP	have
very	RB	very
long	JJ	long
incubation	NN	incubation
periods	NNS	period
—	:	-
I	PP	I
call	VBP	call
this	DT	this
the	DT	the
"	``	"
slow	JJ	slow
hunch	NN	hunch
.	SENT	.
"	``	"
We	PP	we
'	POS	'
ve	NN	ve
heard	VBD	hear
a	DT	a
lot	NN	lot
recently	RB	recently
about	IN	about
hunch	NN	hunch
and	CC	and
instinct	NN	instinct
and	CC	and
blink-like	JJ	<unknown>
sudden	JJ	sudden
moments	NNS	moment
of	IN	of
clarity	NN	clarity
,	,	,
but	CC	but
in	IN	in
fact	NN	fact
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
great	JJ	great
ideas	NNS	idea
linger	VBP	linger
on	RP	on
,	,	,
sometimes	RB	sometimes
for	IN	for
decades	NNS	decade
,	,	,
in	IN	in
the	DT	the
back	NN	back
of	IN	of
people	NNS	people
'	POS	'
s	NN	S
minds	NNS	mind
.	SENT	.
They	PP	they
have	VBP	have
a	DT	a
feeling	NN	feeling
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
interesting	JJ	interesting
problem	NN	problem
,	,	,
but	CC	but
they	PP	they
don	NN	don
'	POS	'
t	NN	t
quite	RB	quite
have	VBP	have
the	DT	the
tools	NNS	tool
yet	RB	yet
to	TO	to
discover	VB	discover
them	PP	them
.	SENT	.
They	PP	they
spend	VBP	spend
all	PDT	all
this	DT	this
time	NN	time
working	VBG	work
on	IN	on
certain	JJ	certain
problems	NNS	problem
,	,	,
but	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
thing	NN	thing
lingering	VBG	linger
there	RB	there
that	IN	that
they	PP	they
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
,	,	,
but	CC	but
they	PP	they
can	MD	can
'	''	'
t	NN	t
quite	RB	quite
solve	VB	solve
.	SENT	.
Darwin	NP	Darwin
is	VBZ	be
a	DT	a
great	JJ	great
example	NN	example
of	IN	of
this	DT	this
.	SENT	.
Darwin	NP	Darwin
himself	PP	himself
,	,	,
in	IN	in
his	PP$	his
autobiography	NN	autobiography
,	,	,
tells	VBZ	tell
the	DT	the
story	NN	story
of	IN	of
coming	VBG	come
up	RP	up
with	IN	with
the	DT	the
idea	NN	idea
for	IN	for
natural	JJ	natural
selection	NN	selection
as	IN	as
a	DT	a
classic	JJ	classic
"	``	"
eureka	NN	<unknown>
!	SENT	!
"	''	"
moment	NN	moment
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
in	IN	in
his	PP$	his
study	NN	study
,	,	,
it	PP	it
'	POS	'
s	NN	S
October	NP	October
of	IN	of
1838	CD	@card@
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NN	S
reading	NN	reading
Malthus	NP	<unknown>
,	,	,
actually	RB	actually
,	,	,
on	IN	on
population	NN	population
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
the	DT	the
basic	JJ	basic
algorithm	NN	algorithm
of	IN	of
natural	JJ	natural
selection	NN	selection
kind	NN	kind
of	IN	of
pops	NNS	pop
into	IN	into
his	PP$	his
head	NN	head
and	CC	and
he	PP	he
says	VBZ	say
,	,	,
"	``	"
Ah	UH	ah
,	,	,
at	IN	at
last	JJ	last
,	,	,
I	PP	I
had	VBD	have
a	DT	a
theory	NN	theory
with	IN	with
which	WDT	which
to	TO	to
work	VB	work
.	SENT	.
"	``	"
That	RB	that
'	''	'
s	NN	S
in	IN	in
his	PP$	his
autobiography	NN	autobiography
.	SENT	.
About	IN	about
a	DT	a
decade	NN	decade
or	CC	or
two	CD	two
ago	RB	ago
,	,	,
a	DT	a
wonderful	JJ	wonderful
scholar	NN	scholar
named	VBN	name
Howard	NP	Howard
Gruber	NP	Gruber
went	VBD	go
back	RB	back
and	CC	and
looked	VBD	look
at	IN	at
Darwin	NP	Darwin
'	POS	'
s	JJ	<unknown>
notebooks	NNS	notebook
from	IN	from
this	DT	this
period	NN	period
.	SENT	.
And	CC	and
Darwin	NP	Darwin
kept	VBD	keep
these	DT	these
copious	JJ	copious
notebooks	NNS	notebook
where	WRB	where
he	PP	he
wrote	VBD	write
down	RP	down
every	DT	every
little	JJ	little
idea	NN	idea
he	PP	he
had	VBD	have
,	,	,
every	DT	every
little	JJ	little
hunch	NN	hunch
.	SENT	.
And	CC	and
what	WP	what
Gruber	NP	Gruber
found	VBD	find
was	VBD	be
that	IN	that
Darwin	NP	Darwin
had	VBD	have
the	DT	the
full	JJ	full
theory	NN	theory
of	IN	of
natural	JJ	natural
selection	NN	selection
for	IN	for
months	NNS	month
and	CC	and
months	NNS	month
and	CC	and
months	NNS	month
before	IN	before
he	PP	he
had	VBD	have
his	PP$	his
alleged	JJ	alleged
epiphany	NN	epiphany
,	,	,
reading	VBG	read
Malthus	NP	<unknown>
in	IN	in
October	NP	October
of	IN	of
1838	CD	@card@
.	SENT	.
There	EX	there
are	VBP	be
passages	NNS	passage
where	WRB	where
you	PP	you
can	MD	can
read	VB	read
it	PP	it
,	,	,
and	CC	and
you	PP	you
think	VBP	think
you	PP	you
'	''	'
re	IN	re
reading	NN	reading
from	IN	from
a	DT	a
Darwin	NP	Darwin
textbook	NN	textbook
,	,	,
from	IN	from
the	DT	the
period	NN	period
before	IN	before
he	PP	he
has	VBZ	have
this	DT	this
epiphany	NN	epiphany
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
you	PP	you
realize	VBP	realize
is	VBZ	be
that	IN	that
Darwin	NP	Darwin
,	,	,
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
had	VBD	have
the	DT	the
idea	NN	idea
,	,	,
he	PP	he
had	VBD	have
the	DT	the
concept	NN	concept
,	,	,
but	CC	but
was	VBD	be
unable	JJ	unable
of	IN	of
fully	RB	fully
thinking	VBG	think
it	PP	it
yet	RB	yet
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
actually	RB	actually
how	WRB	how
great	JJ	great
ideas	NNS	idea
often	RB	often
happen	VBP	happen
;	:	;
they	PP	they
fade	VBP	fade
into	IN	into
view	NN	view
over	IN	over
long	JJ	long
periods	NNS	period
of	IN	of
time	NN	time
.	SENT	.
Now	RB	now
the	DT	the
challenge	NN	challenge
for	IN	for
all	DT	all
of	IN	of
us	PP	us
is	VBZ	be
:	:	:
how	WRB	how
do	VBP	do
you	PP	you
create	VB	create
environments	NNS	environment
that	WDT	that
allow	VBP	allow
these	DT	these
ideas	NNS	idea
to	TO	to
have	VB	have
this	DT	this
kind	NN	kind
of	IN	of
long	JJ	long
half-life	NN	half-life
,	,	,
right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
go	VB	go
to	TO	to
your	PP$	your
boss	NN	boss
and	CC	and
say	VB	say
,	,	,
"	``	"
I	PP	I
have	VBP	have
an	DT	an
excellent	JJ	excellent
idea	NN	idea
for	IN	for
our	PP$	our
organization	NN	organization
.	SENT	.
It	PP	it
will	MD	will
be	VB	be
useful	JJ	useful
in	IN	in
2020	CD	@card@
.	SENT	.
Could	MD	could
you	PP	you
just	RB	just
give	VBP	give
me	PP	me
some	DT	some
time	NN	time
to	TO	to
do	VB	do
that	DT	that
?	SENT	?
"	''	"
Now	RB	now
a	DT	a
couple	NN	couple
of	IN	of
companies	NNS	company
—	:	-
like	IN	like
Google	NP	<unknown>
—	:	-
they	PP	they
have	VBP	have
innovation	NN	innovation
time	NN	time
off	RB	off
,	,	,
20	CD	@card@
percent	NN	percent
time	NN	time
,	,	,
where	WRB	where
,	,	,
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
those	DT	those
are	VBP	be
hunch-cultivating	VBG	hunch-cultivate
mechanisms	NNS	mechanism
in	IN	in
an	DT	an
organization	NN	organization
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
key	JJ	key
thing	NN	thing
.	SENT	.
And	CC	and
the	DT	the
other	JJ	other
thing	NN	thing
is	VBZ	be
to	TO	to
allow	VB	allow
those	DT	those
hunches	NNS	hunch
to	TO	to
connect	VB	connect
with	IN	with
other	JJ	other
people	NNS	people
'	POS	'
s	NN	S
hunches	NNS	hunch
;	:	;
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
often	RB	often
happens	VBZ	happen
.	SENT	.
You	PP	you
have	VBP	have
half	NN	half
of	IN	of
an	DT	an
idea	NN	idea
,	,	,
somebody	NN	somebody
else	RB	else
has	VBZ	have
the	DT	the
other	JJ	other
half	NN	half
,	,	,
and	CC	and
if	IN	if
you	PP	you
'	POS	'
re	NN	re
in	IN	in
the	DT	the
right	JJ	right
environment	NN	environment
,	,	,
they	PP	they
turn	VBP	turn
into	IN	into
something	NN	something
larger	JJR	large
than	IN	than
the	DT	the
sum	NN	sum
of	IN	of
their	PP$	their
parts	NNS	part
.	SENT	.
So	RB	so
,	,	,
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
we	PP	we
often	RB	often
talk	VBP	talk
about	IN	about
the	DT	the
value	NN	value
of	IN	of
protecting	VBG	protect
intellectual	JJ	intellectual
property	NN	property
,	,	,
you	PP	you
know	VBP	know
,	,	,
building	VBG	build
barricades	NNS	barricade
,	,	,
having	VBG	have
secretive	JJ	secretive
R&D	NN	R&D
labs	NNS	lab
,	,	,
patenting	VBG	patent
everything	NN	everything
that	IN	that
we	PP	we
have	VBP	have
,	,	,
so	RB	so
that	IN	that
those	DT	those
ideas	NNS	idea
will	MD	will
remain	VB	remain
valuable	JJ	valuable
,	,	,
and	CC	and
people	NNS	people
will	MD	will
be	VB	be
incentivized	VBN	<unknown>
to	TO	to
come	VB	come
up	RP	up
with	IN	with
more	JJR	more
ideas	NNS	idea
,	,	,
and	CC	and
the	DT	the
culture	NN	culture
will	MD	will
be	VB	be
more	RBR	more
innovative	JJ	innovative
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
case	NN	case
to	TO	to
be	VB	be
made	VBN	make
that	IN	that
we	PP	we
should	MD	should
spend	VB	spend
at	IN	at
least	JJS	least
as	IN	as
much	JJ	much
time	NN	time
,	,	,
if	IN	if
not	RB	not
more	JJR	more
,	,	,
valuing	VBG	value
the	DT	the
premise	NN	premise
of	IN	of
connecting	VBG	connect
ideas	NNS	idea
and	CC	and
not	RB	not
just	RB	just
protecting	VBG	protect
them	PP	them
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
leave	VBP	leave
you	PP	you
with	IN	with
this	DT	this
story	NN	story
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
captures	NNS	capture
a	DT	a
lot	NN	lot
of	IN	of
these	DT	these
values	NNS	value
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
wonderful	JJ	wonderful
kind	NN	kind
of	IN	of
tale	NN	tale
of	IN	of
innovation	NN	innovation
and	CC	and
how	WRB	how
it	PP	it
happens	VBZ	happen
in	IN	in
unlikely	JJ	unlikely
ways	NNS	way
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
October	NP	October
of	IN	of
1957	CD	@card@
,	,	,
and	CC	and
Sputnik	NN	sputnik
has	VBZ	have
just	RB	just
launched	VBN	launch
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
in	IN	in
Laurel	NP	Laurel
Maryland	NP	Maryland
,	,	,
at	IN	at
the	DT	the
applied	VBN	apply
physics	NN	physics
lab	NN	lab
associated	VBN	associate
with	IN	with
Johns	NP	Johns
Hopkins	NP	Hopkins
University	NP	University
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
Monday	NP	Monday
morning	NN	morning
,	,	,
and	CC	and
the	DT	the
news	NN	news
has	VBZ	have
just	RB	just
broken	VBN	break
about	IN	about
this	DT	this
satellite	NN	satellite
that	RB	that
'	POS	'
s	NN	S
now	RB	now
orbiting	VBG	orbit
the	DT	the
planet	NN	planet
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
this	DT	this
is	VBZ	be
nerd	NN	nerd
heaven	NN	heaven
,	,	,
right	RB	right
?	SENT	?
There	EX	there
are	VBP	be
all	RB	all
these	DT	these
physics	NN	physics
geeks	NNS	geek
who	WP	who
are	VBP	be
there	RB	there
thinking	VBG	think
,	,	,
"	``	"
Oh	UH	oh
my	PP$	my
gosh	NN	gosh
!	SENT	!
This	DT	this
is	VBZ	be
incredible	JJ	incredible
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
believe	VBP	believe
this	DT	this
has	VBZ	have
happened	VBN	happen
.	SENT	.
"	''	"
And	CC	and
two	CD	two
of	IN	of
them	PP	them
,	,	,
two	CD	two
20-something	JJ	<unknown>
researchers	NNS	researcher
at	IN	at
the	DT	the
APL	NP	APL
are	VBP	be
there	RB	there
at	IN	at
the	DT	the
cafeteria	NN	cafeteria
table	NN	table
having	VBG	have
an	DT	an
informal	JJ	informal
conversation	NN	conversation
with	IN	with
a	DT	a
bunch	NN	bunch
of	IN	of
their	PP$	their
colleagues	NNS	colleague
.	SENT	.
And	CC	and
these	DT	these
two	CD	two
guys	NNS	guy
are	VBP	be
named	VBN	name
Guier	NP	Guier
and	CC	and
Weiffenbach	NP	<unknown>
.	SENT	.
And	CC	and
they	PP	they
start	VBP	start
talking	VBG	talk
,	,	,
and	CC	and
one	CD	one
of	IN	of
them	PP	them
says	VBZ	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
has	VBZ	have
anybody	NN	anybody
tried	VBD	try
to	TO	to
listen	VB	listen
for	IN	for
this	DT	this
thing	NN	thing
?	SENT	?
There	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
,	,	,
you	PP	you
know	VBP	know
,	,	,
man-	NNS	<unknown>
made	VBD	make
satellite	NN	satellite
up	RB	up
there	RB	there
in	IN	in
outer	JJ	outer
space	NN	space
that	RB	that
'	POS	'
s	NN	S
obviously	RB	obviously
broadcasting	VBG	broadcast
some	DT	some
kind	NN	kind
of	IN	of
signal	NN	signal
.	SENT	.
We	PP	we
could	MD	could
probably	RB	probably
hear	VB	hear
it	PP	it
,	,	,
if	IN	if
we	PP	we
tune	VBP	tune
in	IN	in
.	SENT	.
"	''	"
And	CC	and
so	RB	so
they	PP	they
ask	VBP	ask
around	RB	around
to	TO	to
a	DT	a
couple	NN	couple
of	IN	of
their	PP$	their
colleagues	NNS	colleague
,	,	,
and	CC	and
everybody	NN	everybody
'	POS	'
s	NNS	<unknown>
like	VBP	like
,	,	,
"	``	"
No	UH	no
,	,	,
I	PP	I
hadn	NNS	<unknown>
'	POS	'
t	NN	t
thought	VBD	think
of	IN	of
doing	VBG	do
that	DT	that
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
an	DT	an
interesting	JJ	interesting
idea	NN	idea
.	SENT	.
"	``	"
And	CC	and
it	PP	it
turns	VBZ	turn
out	IN	out
Weiffenbach	NP	<unknown>
is	VBZ	be
kind	NN	kind
of	IN	of
an	DT	an
expert	NN	expert
in	IN	in
microwave	NN	microwave
reception	NN	reception
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NN	S
got	VBD	get
a	DT	a
little	JJ	little
antennae	NNS	antenna
set	VBN	set
up	RP	up
with	IN	with
an	DT	an
amplifier	NN	amplifier
in	IN	in
his	PP$	his
office	NN	office
.	SENT	.
And	CC	and
so	IN	so
Guier	NP	Guier
and	CC	and
Weiffenbach	NP	<unknown>
go	VBP	go
back	RB	back
to	TO	to
Weiffenbach	NP	<unknown>
'	POS	'
s	NN	S
office	NN	office
,	,	,
and	CC	and
they	PP	they
start	VBP	start
kind	NN	kind
of	IN	of
noodling	VBG	noodle
around	RP	around
—	:	-
hacking	VBG	hack
,	,	,
as	IN	as
we	PP	we
might	MD	might
call	VB	call
it	PP	it
now	RB	now
.	SENT	.
And	CC	and
after	IN	after
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
,	,	,
they	PP	they
actually	RB	actually
start	VBP	start
picking	VBG	pick
up	RP	up
the	DT	the
signal	NN	signal
,	,	,
because	IN	because
the	DT	the
Soviets	NPS	Soviets
made	VBD	make
Sputnik	NN	sputnik
very	RB	very
easy	JJ	easy
to	TO	to
track	VB	track
.	SENT	.
It	PP	it
was	VBD	be
right	JJ	right
at	IN	at
20	CD	@card@
MHz	NN	MHz
,	,	,
so	RB	so
you	PP	you
could	MD	could
pick	VB	pick
it	PP	it
up	RP	up
really	RB	really
easily	RB	easily
,	,	,
because	IN	because
they	PP	they
were	VBD	be
afraid	JJ	afraid
that	IN	that
people	NNS	people
would	MD	would
think	VB	think
it	PP	it
was	VBD	be
a	DT	a
hoax	NN	hoax
,	,	,
basically	RB	basically
.	SENT	.
So	RB	so
they	PP	they
made	VBD	make
it	PP	it
really	RB	really
easy	JJ	easy
to	TO	to
find	VB	find
it	PP	it
.	SENT	.
So	IN	so
these	DT	these
two	CD	two
guys	NNS	guy
are	VBP	be
sitting	VBG	sit
there	RB	there
listening	VBG	listen
to	TO	to
this	DT	this
signal	NN	signal
,	,	,
and	CC	and
people	NNS	people
start	VBP	start
kind	NN	kind
of	IN	of
coming	VBG	come
into	IN	into
the	DT	the
office	NN	office
and	CC	and
saying	VBG	say
,	,	,
"	''	"
Wow	NN	wow
,	,	,
that	WDT	that
'	POS	'
s	NN	S
pretty	RB	pretty
cool	JJ	cool
.	SENT	.
Can	MD	can
I	PP	I
hear	VB	hear
?	SENT	?
Wow	NN	wow
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
.	SENT	.
"	''	"
And	CC	and
before	RB	before
long	RB	long
,	,	,
they	PP	they
think	VBP	think
,	,	,
"	''	"
Well	NP	Well
jeez	NP	Jeez
,	,	,
this	DT	this
is	VBZ	be
kind	NN	kind
of	IN	of
historic	JJ	historic
.	SENT	.
We	PP	we
may	MD	may
be	VB	be
the	DT	the
first	JJ	first
people	NNS	people
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
to	TO	to
be	VB	be
listening	VBG	listen
to	TO	to
this	DT	this
.	SENT	.
We	PP	we
should	MD	should
record	VB	record
it	PP	it
.	SENT	.
"	''	"
And	CC	and
so	RB	so
they	PP	they
bring	VBP	bring
in	IN	in
this	DT	this
big	JJ	big
,	,	,
clunky	NN	clunky
analog	NN	analog
tape	NN	tape
recorder	NN	recorder
and	CC	and
they	PP	they
start	VBP	start
recording	VBG	record
these	DT	these
little	JJ	little
bleep	NN	bleep
,	,	,
bleeps	NNS	bleep
.	SENT	.
And	CC	and
they	PP	they
start	VBP	start
writing	VBG	write
the	DT	the
kind	NN	kind
of	IN	of
date	NN	date
stamp	NN	stamp
,	,	,
time	NN	time
stamps	NNS	stamp
for	IN	for
each	DT	each
little	JJ	little
bleep	NN	bleep
that	IN	that
they	PP	they
record	VB	record
.	SENT	.
And	CC	and
they	PP	they
they	PP	they
start	VBP	start
thinking	VBG	think
,	,	,
"	''	"
Well	NP	Well
gosh	NP	gosh
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
re	NN	re
noticing	VBG	notice
small	JJ	small
little	JJ	little
frequency	NN	frequency
variations	NNS	variation
here	RB	here
.	SENT	.
We	PP	we
could	MD	could
probably	RB	probably
calculate	VB	calculate
the	DT	the
speed	NN	speed
that	IN	that
the	DT	the
satellite	NN	satellite
is	VBZ	be
traveling	VBG	travel
,	,	,
if	IN	if
we	PP	we
do	VBP	do
a	DT	a
little	JJ	little
basic	JJ	basic
math	NN	math
here	RB	here
using	VBG	use
the	DT	the
Doppler	NP	Doppler
effect	NN	effect
.	SENT	.
"	''	"
And	CC	and
then	RB	then
they	PP	they
played	VBD	play
around	RP	around
with	IN	with
it	PP	it
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
,	,	,
and	CC	and
they	PP	they
talked	VBD	talk
to	TO	to
a	DT	a
couple	NN	couple
of	IN	of
their	PP$	their
colleagues	NNS	colleague
who	WP	who
had	VBD	have
other	JJ	other
kind	NN	kind
of	IN	of
specialties	NNS	specialty
.	SENT	.
And	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
